nroatc,codigoatc,codigoatc_L,descatc,label
1352,C05CA03,C05CA03,C05CA03 - Diosmina,C05CA03 - Diosmina
1353,C05CA04,C05CA04,C05CA04 - Troxerutina,C05CA04 - Troxerutina
1354,C05CA05,C05CA05,C05CA05 - Hidrosmina,C05CA05 - Hidrosmina
1355,C05CA51,C05CA51,"C05CA51 - Rutósido, combinaciones con","C05CA51 - Rutósido, combinaciones con"
1356,C05CA53,C05CA53,"C05CA53 - Diosmina, combinaciones con","C05CA53 - Diosmina, combinaciones con"
1357,C05CA54,C05CA54,"C05CA54 - Troxerutina, combinaciones con","C05CA54 - Troxerutina, combinaciones con"
1358,C05CX,C05CX,C05CX - Otros agentes estabilizadores de capilares,C05CX - Otros agentes estabilizadores de capilares
1359,C05CX01,C05CX01,C05CX01 - Tribenósido,C05CX01 - Tribenósido
1360,C07,C07,C07 - AGENTES BETA-BLOQUEANTES,C07 - AGENTES BETA-BLOQUEANTES
1361,C07A,C07A,C07A - AGENTES BETA-BLOQUEANTES,C07A - AGENTES BETA-BLOQUEANTES
1362,C07AA,C07AA,C07AA - Agentes beta- bloqueantes no selectivos,C07AA - Agentes beta- bloqueantes no selectivos
1363,C07AA01,C07AA01,C07AA01 - Alprenolol,C07AA01 - Alprenolol
1364,C07AA02,C07AA02,C07AA02 - Oxprenolol,C07AA02 - Oxprenolol
1365,C07AA03,C07AA03,C07AA03 - Pindolol,C07AA03 - Pindolol
1366,C07AA05,C07AA05,C07AA05 - Propranolol,C07AA05 - Propranolol
1367,C07AA06,C07AA06,C07AA06 - Timolol,C07AA06 - Timolol
1368,C07AA07,C07AA07,C07AA07 - Sotalol,C07AA07 - Sotalol
1369,C07AA12,C07AA12,C07AA12 - Nadolol,C07AA12 - Nadolol
1370,C07AA14,C07AA14,C07AA14 - Mepindolol,C07AA14 - Mepindolol
1371,C07AA15,C07AA15,C07AA15 - Carteolol,C07AA15 - Carteolol
1372,C07AA16,C07AA16,C07AA16 - Tertatolol,C07AA16 - Tertatolol
1373,C07AA17,C07AA17,C07AA17 - Bopindolol,C07AA17 - Bopindolol
1374,C07AA19,C07AA19,C07AA19 - Bupranolol,C07AA19 - Bupranolol
1375,C07AA23,C07AA23,C07AA23 - Penbutolol,C07AA23 - Penbutolol
1376,C07AA27,C07AA27,C07AA27 - Cloranolol,C07AA27 - Cloranolol
1377,C07AA57,C07AA57,"C07AA57 - Sotalol, envases combinados","C07AA57 - Sotalol, envases combinados"
1378,C07AB,C07AB,C07AB - Agentes beta- bloqueantes selectivos,C07AB - Agentes beta- bloqueantes selectivos
1379,C07AB01,C07AB01,C07AB01 - Practolol,C07AB01 - Practolol
1380,C07AB02,C07AB02,C07AB02 - Metoprolol,C07AB02 - Metoprolol
1381,C07AB03,C07AB03,C07AB03 - Atenolol,C07AB03 - Atenolol
1382,C07AB04,C07AB04,C07AB04 - Acebutolol,C07AB04 - Acebutolol
1383,C07AB05,C07AB05,C07AB05 - Betaxolol,C07AB05 - Betaxolol
1384,C07AB06,C07AB06,C07AB06 - Bevantolol,C07AB06 - Bevantolol
1385,C07AB07,C07AB07,C07AB07 - Bisoprolol,C07AB07 - Bisoprolol
1386,C07AB08,C07AB08,C07AB08 - Celiprolol,C07AB08 - Celiprolol
1387,C07AB09,C07AB09,C07AB09 - Esmolol,C07AB09 - Esmolol
1388,C07AB10,C07AB10,C07AB10 - Epanolol,C07AB10 - Epanolol
1389,C07AB11,C07AB11,C07AB11 - Esatenolol,C07AB11 - Esatenolol
1390,C07AB12,C07AB12,C07AB12 - Nebivolol,C07AB12 - Nebivolol
1391,C07AB13,C07AB13,C07AB13 - Talinolol,C07AB13 - Talinolol
1392,C07AB52,C07AB52,"C07AB52 - Metoprolol, envases combinados","C07AB52 - Metoprolol, envases combinados"
1393,C07AG,C07AG,C07AG - Agentes bloqueantes alfa y beta,C07AG - Agentes bloqueantes alfa y beta
1394,C07AG01,C07AG01,C07AG01 - Labetalol,C07AG01 - Labetalol
1395,C07AG02,C07AG02,C07AG02 - Carvedilol,C07AG02 - Carvedilol
1396,C07B,C07B,C07B - AGENTES BETA-BLOQUEANTES Y TIAZIDAS,C07B - AGENTES BETA-BLOQUEANTES Y TIAZIDAS
1397,C07BA,C07BA,C07BA - Agentes beta-bloqueantes no selectivos y tiazidas,C07BA - Agentes beta-bloqueantes no selectivos y tiazidas
1398,C07BA02,C07BA02,C07BA02 - Oxprenolol y tiazidas,C07BA02 - Oxprenolol y tiazidas
1399,C07BA05,C07BA05,C07BA05 - Propranolol y tiazidas,C07BA05 - Propranolol y tiazidas
1400,C07BA06,C07BA06,C07BA06 - Timolol y tiazidas,C07BA06 - Timolol y tiazidas
1401,C07BA07,C07BA07,C07BA07 - Sotalol y tiazidas,C07BA07 - Sotalol y tiazidas
1402,C07BA12,C07BA12,C07BA12 - Nadolol y tiazidas,C07BA12 - Nadolol y tiazidas
1403,C07BA68,C07BA68,"C07BA68 - Metipranolol y tiazidas, combinaciones con","C07BA68 - Metipranolol y tiazidas, combinaciones con"
1404,C07BB,C07BB,C07BB - Agentes beta-bloqueantes selectivos y tiazidas,C07BB - Agentes beta-bloqueantes selectivos y tiazidas
1405,C07BB02,C07BB02,C07BB02 - Metoprolol y tiazidas,C07BB02 - Metoprolol y tiazidas
1406,C07BB03,C07BB03,C07BB03 - Atenolol y tiazidas,C07BB03 - Atenolol y tiazidas
1407,C07BB04,C07BB04,C07BB04 - Acebutolol y tiazidas,C07BB04 - Acebutolol y tiazidas
1408,C07BB06,C07BB06,C07BB06 - Bevantolol y tiazidas,C07BB06 - Bevantolol y tiazidas
1409,C07BB07,C07BB07,C07BB07 - Bisoprolol y tiazidas,C07BB07 - Bisoprolol y tiazidas
1410,C07BB52,C07BB52,"C07BB52 - Metoprolol y tiazidas, combinaciones con","C07BB52 - Metoprolol y tiazidas, combinaciones con"
1411,C07BG,C07BG,C07BG - Agentes bloqueantes alfa y beta y tiazidas,C07BG - Agentes bloqueantes alfa y beta y tiazidas
1412,C07BG01,C07BG01,C07BG01 - Labetalol y tiazidas,C07BG01 - Labetalol y tiazidas
1413,C07C,C07C,C07C - AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS,C07C - AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS
1414,C07CA,C07CA,C07CA - Agentes beta- bloqueantes no selectivos y otros diuréticos,C07CA - Agentes beta- bloqueantes no selectivos y otros diuréticos
1415,C07CA02,C07CA02,C07CA02 - Oxprenolol y otros diuréticos,C07CA02 - Oxprenolol y otros diuréticos
1416,C07CA03,C07CA03,C07CA03 - Pindolol y otros diuréticos,C07CA03 - Pindolol y otros diuréticos
1417,C07CA17,C07CA17,C07CA17 - Bopindolol y otros diuréticos,C07CA17 - Bopindolol y otros diuréticos
1418,C07CA23,C07CA23,C07CA23 - Penbutolol y otros diuréticos,C07CA23 - Penbutolol y otros diuréticos
1419,C07CB,C07CB,C07CB - Agentes beta-bloqueantes selectivos y otros diuréticos,C07CB - Agentes beta-bloqueantes selectivos y otros diuréticos
1420,C07CB02,C07CB02,C07CB02 - Metoprolol y otros diuréticos,C07CB02 - Metoprolol y otros diuréticos
1421,C07CB03,C07CB03,C07CB03 - Atenolol y otros diuréticos,C07CB03 - Atenolol y otros diuréticos
1422,C07CB53,C07CB53,"C07CB53 - Atenolol y otros diuréticos, combinaciones con","C07CB53 - Atenolol y otros diuréticos, combinaciones con"
1423,C07CG,C07CG,C07CG - Agentes bloqueantes alfa y beta y otros diuréticos,C07CG - Agentes bloqueantes alfa y beta y otros diuréticos
1424,C07CG01,C07CG01,C07CG01 - Labetalol y otros diuréticos,C07CG01 - Labetalol y otros diuréticos
1425,C07D,C07D,"C07D - AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURÉTICOS","C07D - AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURÉTICOS"
1426,C07DA,C07DA,"C07DA - Agentes beta-bloqueantes no selectivos, tiazidas y otros diuréticos","C07DA - Agentes beta-bloqueantes no selectivos, tiazidas y otros diuréticos"
1427,C07DA06,C07DA06,"C07DA06 - Timolol, tiazidas y otros diuréticos","C07DA06 - Timolol, tiazidas y otros diuréticos"
1428,C07DB,C07DB,"C07DB - Agentes beta-bloqueantes selectivos, tiazidas y otros diuréticos","C07DB - Agentes beta-bloqueantes selectivos, tiazidas y otros diuréticos"
1429,C07DB01,C07DB01,"C07DB01 - Atenolol, tiazidas y otros diuréticos","C07DB01 - Atenolol, tiazidas y otros diuréticos"
1430,C07E,C07E,C07E - AGENTES BETA-BLOQUEANTES Y VASODILATADORES,C07E - AGENTES BETA-BLOQUEANTES Y VASODILATADORES
1431,C07EA,C07EA,C07EA - Agentes beta bloqueantes no selectivos y vasodilatadores,C07EA - Agentes beta bloqueantes no selectivos y vasodilatadores
1432,C07EB,C07EB,C07EB - Agentes beta bloqueantes selectivos y vasodilatadores,C07EB - Agentes beta bloqueantes selectivos y vasodilatadores
1433,C07F,C07F,"C07F - AGENTES BETA-BLOQUEANTES, OTRAS COMBINACIONES","C07F - AGENTES BETA-BLOQUEANTES, OTRAS COMBINACIONES"
1435,C07FX01,C07FX01,C07FX01 - Propranolol y otras combinaciones,C07FX01 - Propranolol y otras combinaciones
1436,C07FB,C07FB,C07FB - Agentes beta-bloqueantes selectivos y bloqueantes de canales de calcio,C07FB - Agentes beta-bloqueantes selectivos y bloqueantes de canales de calcio
1437,C07FB02,C07FB02,C07FB02 - Metoprolol y felodipino,C07FB02 - Metoprolol y felodipino
1438,C07FB03,C07FB03,C07FB03 - Atenolol y nifedipino,C07FB03 - Atenolol y nifedipino
1439,C08,C08,C08 - BLOQUEANTES DE CANALES DE CALCIO,C08 - BLOQUEANTES DE CANALES DE CALCIO
1440,C08C,C08C,C08C - BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS PRINCIPALMENTE VASCULARES,C08C - BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS PRINCIPALMENTE VASCULARES
1441,C08CA,C08CA,C08CA - Derivados de la dihidropiridina,C08CA - Derivados de la dihidropiridina
1442,C08CA01,C08CA01,C08CA01 - Amlodipino,C08CA01 - Amlodipino
1443,C08CA02,C08CA02,C08CA02 - Felodipino,C08CA02 - Felodipino
1444,C08CA03,C08CA03,C08CA03 - Isradipino,C08CA03 - Isradipino
1445,C08CA04,C08CA04,C08CA04 - Nicardipino,C08CA04 - Nicardipino
1446,C08CA05,C08CA05,C08CA05 - Nifedipino,C08CA05 - Nifedipino
1447,C08CA06,C08CA06,C08CA06 - Nimodipino,C08CA06 - Nimodipino
1448,C08CA07,C08CA07,C08CA07 - Nisoldipino,C08CA07 - Nisoldipino
1449,C08CA08,C08CA08,C08CA08 - Nitrendipino,C08CA08 - Nitrendipino
1450,C08CA09,C08CA09,C08CA09 - Lacidipino,C08CA09 - Lacidipino
1451,C08CA10,C08CA10,C08CA10 - Nilvadipino,C08CA10 - Nilvadipino
1452,C08CA11,C08CA11,C08CA11 - Manidipino,C08CA11 - Manidipino
1453,C08CA12,C08CA12,C08CA12 - Barnidipino,C08CA12 - Barnidipino
1454,C08CA13,C08CA13,C08CA13 - Lercanidipino,C08CA13 - Lercanidipino
1455,C08CA14,C08CA14,C08CA14 - Cilnidipino,C08CA14 - Cilnidipino
1456,C08CA55,C08CA55,"C08CA55 - Nifedipino, combinaciones con","C08CA55 - Nifedipino, combinaciones con"
1457,C08CX,C08CX,C08CX - Otros bloqueantes selectivos de los canales de calcio con efectos principalmente vasculares,C08CX - Otros bloqueantes selectivos de los canales de calcio con efectos principalmente vasculares
1458,C08CX01,C08CX01,C08CX01 - Mibefradil,C08CX01 - Mibefradil
1459,C08D,C08D,C08D - BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS CARDÍACOS DIRECTOS,C08D - BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS CARDÍACOS DIRECTOS
1460,C08DA,C08DA,C08DA - Derivados de la fenilalquilamina,C08DA - Derivados de la fenilalquilamina
1461,C08DA01,C08DA01,C08DA01 - Verapamilo,C08DA01 - Verapamilo
1462,C08DA02,C08DA02,C08DA02 - Galopamilo,C08DA02 - Galopamilo
1463,C08DA51,C08DA51,"C08DA51 - Verapamilo, combinaciones con","C08DA51 - Verapamilo, combinaciones con"
1464,C08DB,C08DB,C08DB - Derivados de la benzotiazepina,C08DB - Derivados de la benzotiazepina
1465,C08DB01,C08DB01,C08DB01 - Diltiazem,C08DB01 - Diltiazem
1466,C08E,C08E,C08E - BLOQUEANTES NO SELECTIVOS DE CANALES DE CALCIO,C08E - BLOQUEANTES NO SELECTIVOS DE CANALES DE CALCIO
1467,C08EA,C08EA,C08EA - Derivados de la fenilalquilamina,C08EA - Derivados de la fenilalquilamina
1468,C08EA01,C08EA01,C08EA01 - Fendilina,C08EA01 - Fendilina
1469,C08EA02,C08EA02,C08EA02 - Bepridil,C08EA02 - Bepridil
1470,C08EX,C08EX,C08EX - Otros bloqueantes no selectivos de canales de calcio,C08EX - Otros bloqueantes no selectivos de canales de calcio
1471,C08EX01,C08EX01,C08EX01 - Lidoflazina,C08EX01 - Lidoflazina
1472,C08EX02,C08EX02,C08EX02 - Perhexilina,C08EX02 - Perhexilina
1473,C08G,C08G,C08G - BLOQUEANTES DE CANALES DE CALCIO Y DIURÉTICOS,C08G - BLOQUEANTES DE CANALES DE CALCIO Y DIURÉTICOS
1474,C08GA,C08GA,C08GA - Bloqueantes de canales de calcio y diuréticos,C08GA - Bloqueantes de canales de calcio y diuréticos
1475,C08GA01,C08GA01,C08GA01 - Nifedipino y diuréticos,C08GA01 - Nifedipino y diuréticos
1476,C09,C09,C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA,C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA
1477,C09A,C09A,"C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS","C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS"
1478,C09AA,C09AA,"C09AA - Inhibidores de la ECA, monofármacos","C09AA - Inhibidores de la ECA, monofármacos"
1479,C09AA01,C09AA01,C09AA01 - Captopril,C09AA01 - Captopril
1480,C09AA02,C09AA02,C09AA02 - Enalapril,C09AA02 - Enalapril
1481,C09AA03,C09AA03,C09AA03 - Lisinopril,C09AA03 - Lisinopril
1482,C09AA04,C09AA04,C09AA04 - Perindopril,C09AA04 - Perindopril
1483,C09AA05,C09AA05,C09AA05 - Ramipril,C09AA05 - Ramipril
1484,C09AA06,C09AA06,C09AA06 - Quinapril,C09AA06 - Quinapril
1485,C09AA07,C09AA07,C09AA07 - Benazepril,C09AA07 - Benazepril
1486,C09AA08,C09AA08,C09AA08 - Cilazapril,C09AA08 - Cilazapril
1487,C09AA09,C09AA09,C09AA09 - Fosinopril,C09AA09 - Fosinopril
1488,C09AA10,C09AA10,C09AA10 - Trandolapril,C09AA10 - Trandolapril
1489,C09AA11,C09AA11,C09AA11 - Espirapril,C09AA11 - Espirapril
1490,C09AA12,C09AA12,C09AA12 - Delapril,C09AA12 - Delapril
1491,C09AA13,C09AA13,C09AA13 - Moexipril,C09AA13 - Moexipril
1492,C09AA14,C09AA14,C09AA14 - Temocapril,C09AA14 - Temocapril
1493,C09AA15,C09AA15,C09AA15 - Zofenopril,C09AA15 - Zofenopril
1494,C09AA16,C09AA16,C09AA16 - Imidapril,C09AA16 - Imidapril
1495,C09B,C09B,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES","C09B - INHIBIDORES DE LA ECA, COMBINACIONES"
1496,C09BA,C09BA,C09BA - Inhibidores de la ECA y diuréticos,C09BA - Inhibidores de la ECA y diuréticos
1497,C09BA01,C09BA01,C09BA01 - Captopril y diuréticos,C09BA01 - Captopril y diuréticos
1498,C09BA02,C09BA02,C09BA02 - Enalapril y diuréticos,C09BA02 - Enalapril y diuréticos
1499,C09BA03,C09BA03,C09BA03 - Lisinopril y diuréticos,C09BA03 - Lisinopril y diuréticos
1500,C09BA04,C09BA04,C09BA04 - Perindopril y diuréticos,C09BA04 - Perindopril y diuréticos
1501,C09BA05,C09BA05,C09BA05 - Ramipril y diuréticos,C09BA05 - Ramipril y diuréticos
1502,C09BA06,C09BA06,C09BA06 - Quinapril y diuréticos,C09BA06 - Quinapril y diuréticos
1503,C09BA07,C09BA07,C09BA07 - Benazepril y diuréticos,C09BA07 - Benazepril y diuréticos
1504,C09BA08,C09BA08,C09BA08 - Cilazapril y diuréticos,C09BA08 - Cilazapril y diuréticos
1505,C09BA09,C09BA09,C09BA09 - Fosinopril y diuréticos,C09BA09 - Fosinopril y diuréticos
1506,C09BA12,C09BA12,C09BA12 - Delapril y diuréticos,C09BA12 - Delapril y diuréticos
1507,C09BA13,C09BA13,C09BA13 - Moexipril y diuréticos,C09BA13 - Moexipril y diuréticos
1508,C09BB,C09BB,C09BB - Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB - Inhibidores de la ECA y bloqueantes de canales de calcio
1509,C09BB05,C09BB05,C09BB05 - Ramipril y felodipino,C09BB05 - Ramipril y felodipino
1510,C09BB10,C09BB10,C09BB10 - Trandolapril y verapamilo,C09BB10 - Trandolapril y verapamilo
1511,C09C,C09C,"C09C - ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, MONOTERAPIA","C09C - ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, MONOTERAPIA"
1512,C09CA,C09CA,"C09CA - Antagonistas de los receptores de angiotensina II, monoterapia","C09CA - Antagonistas de los receptores de angiotensina II, monoterapia"
1513,C09CA01,C09CA01,C09CA01 - Losartán,C09CA01 - Losartán
1514,C09CA02,C09CA02,C09CA02 - Eprosartán,C09CA02 - Eprosartán
1515,C09CA03,C09CA03,C09CA03 - Valsartán,C09CA03 - Valsartán
1516,C09CA04,C09CA04,C09CA04 - Irbesartán,C09CA04 - Irbesartán
1517,C09CA05,C09CA05,C09CA05 - Tasosartán,C09CA05 - Tasosartán
1518,C09CA06,C09CA06,C09CA06 - Candesartán,C09CA06 - Candesartán
1519,C09CA07,C09CA07,C09CA07 - Telmisartán,C09CA07 - Telmisartán
1520,C09D,C09D,"C09D - ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, COMBINACIONES","C09D - ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, COMBINACIONES"
1521,C09DA,C09DA,C09DA - Antagonistas de los receptores de angiotensina II y diuréticos,C09DA - Antagonistas de los receptores de angiotensina II y diuréticos
1522,C09DA01,C09DA01,C09DA01 - Losartán y diuréticos,C09DA01 - Losartán y diuréticos
1523,C09DA03,C09DA03,C09DA03 - Valsartán y diuréticos,C09DA03 - Valsartán y diuréticos
1524,C09DA04,C09DA04,C09DA04 - Irbesartan y diuréticos,C09DA04 - Irbesartan y diuréticos
1525,C09DA06,C09DA06,C09DA06 - Candesartán y diuréticos,C09DA06 - Candesartán y diuréticos
1526,C09X,C09X,C09X - OTROS AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA,C09X - OTROS AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA
1527,C09XA,C09XA,C09XA - Inhibidores de la renina,C09XA - Inhibidores de la renina
1528,C09XA01,C09XA01,C09XA01 - Remikireno,C09XA01 - Remikireno
1529,C10,C10,C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS,C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS
1530,C10A,C10A,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS, MONOFÁRMACOS","C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS, MONOFÁRMACOS"
1531,C10AA,C10AA,C10AA - Inhibidores de la HMG CoA reductasa,C10AA - Inhibidores de la HMG CoA reductasa
1532,C10AA01,C10AA01,C10AA01 - Simvastatina,C10AA01 - Simvastatina
1533,C10AA02,C10AA02,C10AA02 - Lovastatina,C10AA02 - Lovastatina
1534,C10AA03,C10AA03,C10AA03 - Pravastatina,C10AA03 - Pravastatina
1535,C10AA04,C10AA04,C10AA04 - Fluvastatina,C10AA04 - Fluvastatina
1536,C10AA05,C10AA05,C10AA05 - Atorvastatina,C10AA05 - Atorvastatina
1537,C10AA06,C10AA06,C10AA06 - Cerivastatina,C10AA06 - Cerivastatina
1538,C10AB,C10AB,C10AB - Fibratos,C10AB - Fibratos
1539,C10AB01,C10AB01,C10AB01 - Clofibrato,C10AB01 - Clofibrato
1540,C10AB02,C10AB02,C10AB02 - Bezafibrato,C10AB02 - Bezafibrato
1541,C10AB03,C10AB03,C10AB03 - Clofibrato aluminio,C10AB03 - Clofibrato aluminio
1542,C10AB04,C10AB04,C10AB04 - Gemfibrozilo,C10AB04 - Gemfibrozilo
1543,C10AB05,C10AB05,C10AB05 - Fenofibrato,C10AB05 - Fenofibrato
1544,C10AB06,C10AB06,C10AB06 - Sinfibrato,C10AB06 - Sinfibrato
1545,C10AB07,C10AB07,C10AB07 - Ronifibrato,C10AB07 - Ronifibrato
1546,C10AB08,C10AB08,C10AB08 - Ciprofibrato,C10AB08 - Ciprofibrato
1547,C10AB09,C10AB09,C10AB09 - Etofibrato,C10AB09 - Etofibrato
1548,C10AB10,C10AB10,C10AB10 - Clofibrida,C10AB10 - Clofibrida
1549,C10AC,C10AC,C10AC - Secuestradores de ácidos biliares,C10AC - Secuestradores de ácidos biliares
1550,C10AC01,C10AC01,C10AC01 - Colestiramina,C10AC01 - Colestiramina
1551,C10AC02,C10AC02,C10AC02 - Colestipol,C10AC02 - Colestipol
1552,C10AC03,C10AC03,C10AC03 - Colextrán,C10AC03 - Colextrán
1553,C10AD,C10AD,C10AD - Ácido nicotínico y derivados,C10AD - Ácido nicotínico y derivados
1554,C10AD01,C10AD01,C10AD01 - Niceritrol,C10AD01 - Niceritrol
1555,C10AD02,C10AD02,C10AD02 - Ácido nicotínico,C10AD02 - Ácido nicotínico
1556,C10AD03,C10AD03,C10AD03 - Nicofuranosa,C10AD03 - Nicofuranosa
1557,C10AD04,C10AD04,C10AD04 - Nicotinato de aluminio,C10AD04 - Nicotinato de aluminio
1558,C10AD05,C10AD05,C10AD05 - Nicotinil alcohol (piridilcarbinol),C10AD05 - Nicotinil alcohol (piridilcarbinol)
1559,C10AD06,C10AD06,C10AD06 - Acipimox,C10AD06 - Acipimox
1560,C10AX,C10AX,C10AX - Otros agentes modificadores de los lípidos,C10AX - Otros agentes modificadores de los lípidos
1561,C10AX01,C10AX01,C10AX01 - Dextrotiroxina,C10AX01 - Dextrotiroxina
1562,C10AX02,C10AX02,C10AX02 - Probucol,C10AX02 - Probucol
1563,C10AX03,C10AX03,C10AX03 - Tiadenol,C10AX03 - Tiadenol
1564,C10AX04,C10AX04,C10AX04 - Benfluorex,C10AX04 - Benfluorex
1565,C10AX05,C10AX05,C10AX05 - Meglutol,C10AX05 - Meglutol
1566,C10AX06,C10AX06,"C10AX06 - Triglicéridos omega-3, incluidos otros ésteres y ácidos","C10AX06 - Triglicéridos omega-3, incluidos otros ésteres y ácidos"
1567,C10AX07,C10AX07,C10AX07 - Magnesio piridoxal 5-fosfato glutamato,C10AX07 - Magnesio piridoxal 5-fosfato glutamato
1568,C10AX08,C10AX08,C10AX08 - Policosanol,C10AX08 - Policosanol
1569,D,D,D - DERMATOLÓGICOS,D - DERMATOLÓGICOS
1570,D01,D01,D01 - ANTIFÚNGICOS PARA USO DERMATOLÓGICO,D01 - ANTIFÚNGICOS PARA USO DERMATOLÓGICO
1571,D01A,D01A,D01A - ANTIFÚNGICOS PARA USO TÓPICO,D01A - ANTIFÚNGICOS PARA USO TÓPICO
1572,D01AA,D01AA,D01AA - Antibióticos,D01AA - Antibióticos
1573,D01AA01,D01AA01,D01AA01 - Nistatina,D01AA01 - Nistatina
1574,D01AA02,D01AA02,D01AA02 - Natamicina,D01AA02 - Natamicina
1575,D01AA03,D01AA03,D01AA03 - Hachimicina,D01AA03 - Hachimicina
1576,D01AA04,D01AA04,D01AA04 - Pecilocina,D01AA04 - Pecilocina
1577,D01AA06,D01AA06,D01AA06 - Mepartricina,D01AA06 - Mepartricina
1578,D01AA07,D01AA07,D01AA07 - Pirrolnitrina,D01AA07 - Pirrolnitrina
1579,D01AA08,D01AA08,D01AA08 - Griseofulvina,D01AA08 - Griseofulvina
1580,D01AA20,D01AA20,D01AA20 - Combinaciones,D01AA20 - Combinaciones
1581,D01AC,D01AC,D01AC - Derivados imidazólicos y triazólicos,D01AC - Derivados imidazólicos y triazólicos
1582,D01AC01,D01AC01,D01AC01 - Clotrimazol,D01AC01 - Clotrimazol
1583,D01AC02,D01AC02,D01AC02 - Miconazol,D01AC02 - Miconazol
1584,D01AC03,D01AC03,D01AC03 - Econazol,D01AC03 - Econazol
1585,D01AC04,D01AC04,D01AC04 - Clomidazol,D01AC04 - Clomidazol
1586,D01AC05,D01AC05,D01AC05 - Isoconazol,D01AC05 - Isoconazol
1587,D01AC06,D01AC06,D01AC06 - Tiabendazol,D01AC06 - Tiabendazol
1588,D01AC07,D01AC07,D01AC07 - Tioconazol,D01AC07 - Tioconazol
1589,D01AC08,D01AC08,D01AC08 - Ketoconazol,D01AC08 - Ketoconazol
1590,D01AC09,D01AC09,D01AC09 - Sulconazol,D01AC09 - Sulconazol
1591,D01AC10,D01AC10,D01AC10 - Bifonazol,D01AC10 - Bifonazol
1592,D01AC11,D01AC11,D01AC11 - Oxiconazol,D01AC11 - Oxiconazol
1593,D01AC12,D01AC12,D01AC12 - Fenticonazol,D01AC12 - Fenticonazol
1594,D01AC13,D01AC13,D01AC13 - Omoconazol,D01AC13 - Omoconazol
1595,D01AC14,D01AC14,D01AC14 - Sertaconazol,D01AC14 - Sertaconazol
1596,D01AC15,D01AC15,D01AC15 - Fluconazol,D01AC15 - Fluconazol
1597,D01AC16,D01AC16,D01AC16 - Flutrimazol,D01AC16 - Flutrimazol
1598,D01AC20,D01AC20,D01AC20 - Combinaciones,D01AC20 - Combinaciones
1599,D01AC52,D01AC52,"D01AC52 - Miconazol, combinaciones con","D01AC52 - Miconazol, combinaciones con"
1600,D01AC60,D01AC60,"D01AC60 - Bifonazol, combinaciones con","D01AC60 - Bifonazol, combinaciones con"
1601,D01AE,D01AE,D01AE - Otros preparados antifúngicos para uso tópico,D01AE - Otros preparados antifúngicos para uso tópico
1602,D01AE01,D01AE01,D01AE01 - Bromoclorosalicilanilida,D01AE01 - Bromoclorosalicilanilida
1603,D01AE02,D01AE02,D01AE02 - Metilrosanilina,D01AE02 - Metilrosanilina
1604,D01AE03,D01AE03,D01AE03 - Tribromometacresol,D01AE03 - Tribromometacresol
1605,D01AE04,D01AE04,D01AE04 - Ácido undecilénico,D01AE04 - Ácido undecilénico
